master_id,ebsco_search_position,title,screening_status,Q1_1_management_domain,Q1_2_empirical_ulmc,Q1_3_not_pls,decision,confidence,rationale,q1_1_reason_code,q1_1_reason_text,q1_2_reason_code,q1_2_reason_text,q1_3_reason_code,q1_3_reason_text,decision_reason_code,decision_reason_text,evidence_type,pdf_evidence_snippet,text_file
M0210,29,Green information systems efforts and SMEs' environmental and financial performance: how do eco-management practices shape the story?,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=1),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=1). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,xamined the five-factor measurement model (Table 3) with an unmeasured latent method factor added. Within the framework of unmeasured latent factor mod,EBSCO_M0210_Uzkurt_2023_Green_information_systems_efforts_and_SMEs_envir.txt
M0211,30,The Dark Side of Employee's Leadership Potential: Its Impact on Leader Jealousy and Ostracism.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=4),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=4). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"to be a significant concern. Additionally, we employed the unmeasured latent method factor technique by integrating a method factor into the hypothesi",EBSCO_M0211_G._2025_The_Dark_Side_of_Employees_Leadership_Potential.txt
M0212,31,Do Resilience and Performance Goals Mediate the Relationship Between Parental Educational Support and Chinese High School Students' Self‐Regulated Learning? ‐ Based on the Social Cognitive Theory.,excluded_pls,True,True,False,excluded_pls,low,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_BORDERLINE_STUDENT_SAMPLE,Student sample — verify workplace/organizational relevance,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_BORDERLINE_STUDENT_SAMPLE): Student sample — verify workplace/organizational relevance. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,"2020.101860. Sarstedt, M., C. Ringle, and J. F. Hair. 2017. Partial Least Squares Structural Equation Modeling. Springer. Schunk, D. H. 1981.",EBSCO_M0212_Zhang_2024_Psychology_in_the_Schools_RESEARCH_ARTICLE_Do_Re.txt
M0213,32,The impact of corporate social responsibility on employee safety citizenship behavior in Chinese gas sector.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=3),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=3). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"hich is below the critical value of 40%. Second, using the unmeasured latent method factor technique, the result revealed that the fit indices did no",EBSCO_M0213_Guosen Miao_2025_The_impact_of_corporate_social_responsibility_on.txt
M0214,33,Predictors of higher education dropout intention in the post-pandemic era: The mediating role of academic exhaustion.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_BORDERLINE_STUDENT_SAMPLE,Student sample — verify workplace/organizational relevance,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_BORDERLINE_STUDENT_SAMPLE): Student sample — verify workplace/organizational relevance. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"n method bias, we tested an alternative model including an unmeasured latent method factor (ULMF), following the procedure recommended by Podsakoff et",EBSCO_M0214_Gonzalez_2025_Predictors_of_higher_education_dropout_intention.txt
M0215,34,"Back to Work, Running on Empty? How Recovery Needs and Perceived Organizational Support Shape Employees' Vigor Upon Return to Work.",included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"n method bias, we specified a six-factor model including an unmeasured latent method factor (Model 6). The fit indices for this model (χ2 = 1882.530, χ",EBSCO_M0215_to Work. Behavioral Sciences_2025_Back_to_Work_Running_on_Empty_How_Recovery_Needs.txt
M0216,35,Corporate Social Responsibility and Work Engagement: A Moderated Serial Mediation Model.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=4),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=4). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"ng that CMV was not a major concern. Moreover, we used the unmeasured latent method factor technique (Podsakoff et al. 2012) to examine this issue wi",EBSCO_M0216_Lv_2023_Corporate_Social_Responsibility_and_Work_Engagem.txt
M0217,36,The Impact of Stigma on Autonomous Motivation Among Psychiatric Hospital Staff in China: The Mediating Role of Turnover Intention.,included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=3),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=3). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"al nature of the data, potential CMB was assessed using the unmeasured latent method factor (ULMC) approach [33]. A CLF was added to the baseline measu",EBSCO_M0217_Yin_2025_The_Impact_of_Stigma_on_Autonomous_Motivation_Am.txt
M0218,37,Approach or Avoidance: How Does Employees' Generative AI Awareness Shape Their Job Crafting Behavior? A Sensemaking Perspective.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=5),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=5). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"ng that CMB was not a major concern. Second, we applied the unmeasured latent method factor control (ULMC) by adding an error variable factor to the se",EBSCO_M0218_Yan_2025_Approach_or_Avoidance_How_Does_Employees_Generat.txt
M0219,38,From physical self-esteem to sports participation: The mediating role of exercise motivation and social support in adolescents.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=1),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=1). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"assess potential common method bias (CMB), we employed the Unmeasured Latent Method Construct (ULMC) approach within a structural equation modeling (SEM",EBSCO_M0219_Peng_2025_From_physical_self-esteem_to_sports_participatio.txt
M0220,39,Proactive Breakthrough or Passive Exhaustion? A Dual-Path Integrated Model Driven by Perceived Overqualification.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=3),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=3). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"us common method bias. Furthermore, this study conducted an unmeasured latent method factor test by adding a common method factor to compare the model",EBSCO_M0220_Fan_2025_Proactive_Breakthrough_or_Passive_Exhaustion_A_D.txt
M0221,40,Coping Responses to the Stress of Using News Platforms' Recommendation Algorithms.,excluded_pls,True,True,False,excluded_pls,medium,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=1),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=1). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,". https:// doi.org/10.1002/cb.1947 Chin, W. W. (1998). The partial least squares approach to structural equation modeling. Modern Methods f",EBSCO_M0221_Yang_2023_Coping_Responses_to_the_Stress_of_Using_News_Pla.txt
M0222,41,Men’s experiences of family supportive supervisor behavior through the lens of gender role traditionalism and nation of residence.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=5),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=5). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"tory factor analysis controlling for the eﬀects of a single unmeasured latent method factor (Podsakoﬀet al., 2003) with all items loading in an eight-f",EBSCO_M0222_Kristine J. Olsona_2023_Mens_experiences_of_family_supportive_supervisor.txt
M0223,42,Coping in the Face of Verbal Aggression: The Role of Self-Efficacy in Protecting Healthcare Professionals' Well-Being and Job Satisfaction.,included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"ticularly significant explanatory power. Further- more, the unmeasured latent method factor accounted for 3.92% of the total variance, which is signifi",EBSCO_M0223_Behavioral Sciences_2025_Coping_in_the_Face_of_Verbal_Aggression_The_Role.txt
M0224,43,The psychological mechanisms and behavioral determinants of academic integrity in the age of artificial intelligence.,excluded_pls,True,True,False,excluded_pls,low,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_BORDERLINE_STUDENT_SAMPLE,Student sample — verify workplace/organizational relevance,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_BORDERLINE_STUDENT_SAMPLE): Student sample — verify workplace/organizational relevance. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,"and academic achievement in college students: ﬁndings from PLS-SEM and FsQCA. Educ. Inf. Technol. 30, 21283–21316. doi: 10.100",EBSCO_M0224_Yilmaz_2026_The_psychological_mechanisms_and_behavioral_dete.txt
M0225,44,Positive parenting style and academic burnout in physical education teacher education students: a chain mediating model of physical activity and meaning in life.,level1_fail,False,False,True,excluded,low,Q1.1: no management-domain signal; flag for manual review; Q1.2: non-empirical study (meta[- ]analy),DOMAIN_FAIL_NO_SIGNAL,no management-domain signal; flag for manual review,ULMC_FAIL_NON_EMPIRICAL,non-empirical study (meta[- ]analy),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_1_DOMAIN,Q1.1 FAIL (DOMAIN_FAIL_NO_SIGNAL): no management-domain signal; flag for manual review. Q1.2 FAIL (ULMC_FAIL_NON_EMPIRICAL): non-empirical study (meta[- ]analy). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,marker,"hina, 4College of Physical Education and Health Management, Chongqing University of Education, Chongqing, China, 5School of Sports Trainin",EBSCO_M0225_Ma_2026_Positive_parenting_style_and_academic_burnout_in.txt
M0226,45,"Beyond prompt engineering: the associations among creative self-efficacy, flow state, learner engagement, and psychological ownership in GenAI-assisted composition.",level1_fail,False,True,True,excluded,low,Q1.1: no management-domain signal; flag for manual review,DOMAIN_FAIL_NO_SIGNAL,no management-domain signal; flag for manual review,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_1_DOMAIN,Q1.1 FAIL (DOMAIN_FAIL_NO_SIGNAL): no management-domain signal; flag for manual review. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,"musical training, aspirations to compose original works have frequently been Tong 10.3389/fpsyg.2026.1823846 Frontiers in Psycholog",EBSCO_M0226_Tong_2026_Beyond_prompt_engineering_the_associations_among.txt
M0227,46,From overqualification to job crafting: how illegitimate tasks and moral distress shape physicians' self-regulation.,level1_fail,True,False,True,excluded,medium,Q1.2: marker-variable approach; ULMC mention insufficient,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=1),ULMC_FAIL_MARKER_ONLY,marker-variable approach; ULMC mention insufficient,PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_2_ULMC,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=1). Q1.2 FAIL (ULMC_FAIL_MARKER_ONLY): marker-variable approach; ULMC mention insufficient. Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,"d bias. The study did not include a theoretically unrelated marker variable, so marker-variable correction could not be applied. Future",EBSCO_M0227_Li_2026_From_overqualification_to_job_crafting_how_illeg.txt
M0228,47,Core self-evaluation and learning burnout among first-year medical students: a three-wave longitudinal study on the mediating roles of anxiety-related distress and problematic digital media use.,level1_fail,False,True,True,excluded,medium,Q1.1: non-management domain keywords (exclude list),DOMAIN_FAIL_EXCLUDE_KEYWORDS,non-management domain keywords (exclude list),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_1_DOMAIN,Q1.1 FAIL (DOMAIN_FAIL_EXCLUDE_KEYWORDS): non-management domain keywords (exclude list). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,"rnout, problematic digital media use Frontiers in Medicine 01 frontiersin.org Yang et al. 10.3389/fmed.2026.1818069 1 Introduction In",EBSCO_M0228_Yang_2026_Core_self-evaluation_and_learning_burnout_among.txt
M0229,48,Workplace ostracism and political behavior: a moderated mediation model of moral disengagement and supervisor-rated job performance.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=6),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=6). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"2, SRMR = 0.139). In addition, this study also employed the unmeasured latent method factor approach to test for common method bias. After incorporatin",EBSCO_M0229_Yu_2026_Workplace_ostracism_and_political_behavior_a_mod.txt
M0230,49,The mechanism of chained psychological resources: the pathway of influence of mood states on executive function in art major candidates.,level1_fail,False,True,True,excluded,low,Q1.1: no management-domain signal; flag for manual review,DOMAIN_FAIL_NO_SIGNAL,no management-domain signal; flag for manual review,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_1_DOMAIN,Q1.1 FAIL (DOMAIN_FAIL_NO_SIGNAL): no management-domain signal; flag for manual review. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,"must constantly alternate between academic coursework and high- intensity specialized training, creating unique academic and psycho",EBSCO_M0230_Ji_2026_The_mechanism_of_chained_psychological_resources.txt
M0231,50,Beyond words: developing a scale to measure the embodied professional literacy of K-12 physical education teachers.,excluded_pls,False,True,False,excluded_pls,medium,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=False; ulmc=True,DOMAIN_FAIL_EXCLUDE_KEYWORDS,non-management domain keywords (exclude list),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 FAIL (DOMAIN_FAIL_EXCLUDE_KEYWORDS): non-management domain keywords (exclude list). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,"741560 0891 Kock, N. (2021). Harman’s single factor test in PLS-SEM: checking for common method bias. Data Anal. Perspect. J. 2",EBSCO_M0231_Li_2026_Beyond_words_developing_a_scale_to_measure_the_e.txt
M0232,51,Status and influencing factors of spiritual climate among oncology nurses: a cross-sectional study.,level1_fail,True,False,True,excluded,medium,Q1.2: marker-variable approach; ULMC mention insufficient,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=4),ULMC_FAIL_MARKER_ONLY,marker-variable approach; ULMC mention insufficient,PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_2_ULMC,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=4). Q1.2 FAIL (ULMC_FAIL_MARKER_ONLY): marker-variable approach; ULMC mention insufficient. Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,"es, such as the unmeasured latent method factor approach or marker variables. Fifth, the inability to compare respondents with non-resp",EBSCO_M0232_Zhang_2026_Status_and_influencing_factors_of_spiritual_clim.txt
M0233,52,The cognitive engine of evaluative threat: socially prescribed perfectionism and Music Performance Anxiety—a moderated mediation analysis of rumination and self-compassion.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=1),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=1). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"imitations of Harman’s single-factor test, we employed the Unmeasured Latent Method Factor (ULMF) approach within the Confirmatory Factor Analysis (C",EBSCO_M0233_Yan_2026_The_cognitive_engine_of_evaluative_threat_social.txt
M0234,53,"Analysis of hospital resilience in public health emergencies using structural equation modeling: based on risk perception, resource preparedness, and team collaboration.",included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_BORDERLINE_PUBLIC_HEALTH,Public health / epidemics framing — verify management-domain scope,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_BORDERLINE_PUBLIC_HEALTH): Public health / epidemics framing — verify management-domain scope. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,le single-factor/common-method comparison model. M6 adds an unmeasured latent method factor loading on all indicators to evaluate potential common met,EBSCO_M0234_Chen_2026_Analysis_of_hospital_resilience_in_public_health.txt
M0235,54,Unpacking the impact of teacher support on EAP-related perceived academic achievement in EMI context: the mediating role of self-efficacy and academic engagement.,excluded_pls,False,False,False,excluded_pls,low,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=False; ulmc=False,DOMAIN_FAIL_NO_SIGNAL,no management-domain signal; flag for manual review,ULMC_FAIL_NON_EMPIRICAL,non-empirical study (meta[- ]analy),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 FAIL (DOMAIN_FAIL_NO_SIGNAL): no management-domain signal; flag for manual review. Q1.2 FAIL (ULMC_FAIL_NON_EMPIRICAL): non-empirical study (meta[- ]analy). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,"C. M., and Mena, J. A. (2012). An assessment of the use of partial least squares structural equation modeling in marketing research. J. Acad",EBSCO_M0235_Theory_2026_Unpacking_the_impact_of_teacher_support_on_EAP-r.txt
M0236,55,The relationship between shyness and short video addiction among college students: chain mediating role of social support and basic psychological needs.,level1_fail,False,True,True,excluded,low,Q1.1: no management-domain signal; flag for manual review,DOMAIN_FAIL_NO_SIGNAL,no management-domain signal; flag for manual review,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_1_DOMAIN,Q1.1 FAIL (DOMAIN_FAIL_NO_SIGNAL): no management-domain signal; flag for manual review. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,,EBSCO_M0236_Bu_2026_The_relationship_between_shyness_and_short_video.txt
M0237,56,When artificial intelligence becomes a job resource: how psychological capital fuels innovation in algorithm-driven workplaces.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=5),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=3),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=5). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=3). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"ulti- source data. To assess the impact of CMB, we used the unmeasured latent method factor (ULMC) model. The results showed that the normal­ ized load",EBSCO_M0237_Liu_2026_When_artificial_intelligence_becomes_a_job_resou.txt
